[13:50:46.991] [INFO   ] thread bguspl.set.Main.main() starting.
[13:50:46.997] [SEVERE ] cannot read configuration file config.properties trying from resources.
[13:50:47.001] [SEVERE ] configuration file was loaded from resources directory.
[13:50:48.106] [INFO   ] thread dealer starting.
[13:50:48.107] [INFO   ] thread dealer starting.
[13:50:50.057] [SEVERE ] updating countdown to 58027
[13:50:50.069] [SEVERE ] updating countdown to 58015
[13:50:50.080] [SEVERE ] updating countdown to 58004
[13:50:50.091] [SEVERE ] updating countdown to 57993
[13:50:50.103] [SEVERE ] updating countdown to 57981
[13:50:50.115] [SEVERE ] updating countdown to 57969
[13:50:50.126] [SEVERE ] updating countdown to 57958
[13:50:50.138] [SEVERE ] updating countdown to 57946
[13:50:50.150] [SEVERE ] updating countdown to 57934
[13:50:50.161] [SEVERE ] updating countdown to 57923
[13:50:50.172] [SEVERE ] updating countdown to 57912
[13:50:50.183] [SEVERE ] updating countdown to 57901
[13:50:50.193] [SEVERE ] updating countdown to 57891
[13:50:50.205] [SEVERE ] updating countdown to 57879
[13:50:50.216] [SEVERE ] updating countdown to 57868
[13:50:50.227] [SEVERE ] updating countdown to 57857
[13:50:50.238] [SEVERE ] updating countdown to 57846
[13:50:50.248] [SEVERE ] updating countdown to 57836
[13:50:50.259] [SEVERE ] updating countdown to 57825
[13:50:50.270] [SEVERE ] updating countdown to 57814
[13:50:50.281] [SEVERE ] updating countdown to 57803
[13:50:50.291] [SEVERE ] updating countdown to 57793
[13:50:50.302] [SEVERE ] updating countdown to 57782
[13:50:50.314] [SEVERE ] updating countdown to 57770
[13:50:50.325] [SEVERE ] updating countdown to 57759
[13:50:50.337] [SEVERE ] updating countdown to 57747
[13:50:50.349] [SEVERE ] updating countdown to 57735
[13:50:50.361] [SEVERE ] updating countdown to 57723
[13:50:50.373] [SEVERE ] updating countdown to 57711
[13:50:50.386] [SEVERE ] updating countdown to 57698
[13:50:50.398] [SEVERE ] updating countdown to 57686
[13:50:50.410] [SEVERE ] updating countdown to 57674
[13:50:50.422] [SEVERE ] updating countdown to 57662
[13:50:50.433] [SEVERE ] updating countdown to 57651
[13:50:50.445] [SEVERE ] updating countdown to 57639
[13:50:50.457] [SEVERE ] updating countdown to 57627
[13:50:50.468] [SEVERE ] updating countdown to 57616
[13:50:50.480] [SEVERE ] updating countdown to 57604
[13:50:50.492] [SEVERE ] updating countdown to 57592
[13:50:50.503] [SEVERE ] updating countdown to 57581
[13:50:50.515] [SEVERE ] updating countdown to 57569
[13:50:50.526] [SEVERE ] updating countdown to 57558
[13:50:50.537] [SEVERE ] updating countdown to 57547
[13:50:50.548] [SEVERE ] updating countdown to 57536
[13:50:50.559] [SEVERE ] updating countdown to 57525
[13:50:50.571] [SEVERE ] updating countdown to 57513
[13:50:50.582] [SEVERE ] updating countdown to 57502
[13:50:50.594] [SEVERE ] updating countdown to 57490
[13:50:50.606] [SEVERE ] updating countdown to 57478
[13:50:50.619] [SEVERE ] updating countdown to 57465
[13:50:50.630] [SEVERE ] updating countdown to 57454
[13:50:50.641] [SEVERE ] updating countdown to 57443
[13:50:50.652] [SEVERE ] updating countdown to 57432
[13:50:50.665] [SEVERE ] updating countdown to 57419
[13:50:50.675] [SEVERE ] updating countdown to 57409
[13:50:50.686] [SEVERE ] updating countdown to 57398
[13:50:50.697] [SEVERE ] updating countdown to 57387
[13:50:50.707] [SEVERE ] updating countdown to 57377
[13:50:50.718] [SEVERE ] updating countdown to 57366
[13:50:50.729] [SEVERE ] updating countdown to 57355
[13:50:50.740] [SEVERE ] updating countdown to 57344
[13:50:50.751] [SEVERE ] updating countdown to 57333
[13:50:50.762] [SEVERE ] updating countdown to 57322
[13:50:50.773] [SEVERE ] updating countdown to 57311
[13:50:50.783] [SEVERE ] updating countdown to 57301
[13:50:50.794] [SEVERE ] updating countdown to 57290
[13:50:50.805] [SEVERE ] updating countdown to 57280
[13:50:50.815] [SEVERE ] updating countdown to 57269
[13:50:50.826] [SEVERE ] updating countdown to 57258
[13:50:50.837] [SEVERE ] updating countdown to 57247
[13:50:50.848] [SEVERE ] updating countdown to 57236
[13:50:50.859] [SEVERE ] updating countdown to 57225
[13:50:50.870] [SEVERE ] updating countdown to 57214
[13:50:50.881] [SEVERE ] updating countdown to 57203
[13:50:50.891] [SEVERE ] updating countdown to 57193
[13:50:50.902] [SEVERE ] updating countdown to 57182
[13:50:50.913] [SEVERE ] updating countdown to 57171
[13:50:50.924] [SEVERE ] updating countdown to 57160
[13:50:50.936] [SEVERE ] updating countdown to 57148
[13:50:50.948] [SEVERE ] updating countdown to 57136
[13:50:50.960] [SEVERE ] updating countdown to 57124
[13:50:50.972] [SEVERE ] updating countdown to 57113
[13:50:50.983] [SEVERE ] updating countdown to 57101
[13:50:50.995] [SEVERE ] updating countdown to 57089
[13:50:51.006] [SEVERE ] updating countdown to 57078
[13:50:51.018] [SEVERE ] updating countdown to 57067
[13:50:51.029] [SEVERE ] updating countdown to 57055
[13:50:51.039] [SEVERE ] updating countdown to 57045
[13:50:51.050] [SEVERE ] updating countdown to 57034
[13:50:51.061] [SEVERE ] updating countdown to 57023
[13:50:51.073] [SEVERE ] updating countdown to 57012
[13:50:51.084] [SEVERE ] updating countdown to 57000
[13:50:51.095] [SEVERE ] updating countdown to 56989
[13:50:51.107] [SEVERE ] updating countdown to 56977
[13:50:51.118] [SEVERE ] updating countdown to 56966
[13:50:51.129] [SEVERE ] updating countdown to 56955
[13:50:51.141] [SEVERE ] updating countdown to 56943
[13:50:51.152] [SEVERE ] updating countdown to 56932
[13:50:51.164] [SEVERE ] updating countdown to 56920
[13:50:51.175] [SEVERE ] updating countdown to 56909
[13:50:51.186] [SEVERE ] updating countdown to 56898
[13:50:51.196] [SEVERE ] updating countdown to 56888
[13:50:51.207] [SEVERE ] updating countdown to 56877
[13:50:51.217] [SEVERE ] updating countdown to 56867
[13:50:51.228] [SEVERE ] updating countdown to 56856
[13:50:51.239] [SEVERE ] updating countdown to 56845
[13:50:51.250] [SEVERE ] updating countdown to 56834
[13:50:51.261] [SEVERE ] updating countdown to 56823
[13:50:51.272] [SEVERE ] updating countdown to 56812
[13:50:51.283] [SEVERE ] updating countdown to 56801
[13:50:51.294] [SEVERE ] updating countdown to 56790
[13:50:51.305] [SEVERE ] updating countdown to 56779
[13:50:51.316] [SEVERE ] updating countdown to 56768
[13:50:51.327] [SEVERE ] updating countdown to 56757
[13:50:51.338] [SEVERE ] updating countdown to 56746
[13:50:51.350] [SEVERE ] updating countdown to 56734
[13:50:51.361] [SEVERE ] updating countdown to 56723
[13:50:51.372] [SEVERE ] updating countdown to 56712
[13:50:51.383] [SEVERE ] updating countdown to 56701
[13:50:51.393] [SEVERE ] updating countdown to 56691
[13:50:51.404] [SEVERE ] updating countdown to 56680
[13:50:51.415] [SEVERE ] updating countdown to 56669
[13:50:51.425] [SEVERE ] updating countdown to 56659
[13:50:51.436] [SEVERE ] updating countdown to 56648
[13:50:51.447] [SEVERE ] updating countdown to 56637
[13:50:51.469] [SEVERE ] updating countdown to 56615
[13:50:51.483] [SEVERE ] updating countdown to 56601
[13:50:51.484] [SEVERE ] key 81 was pressed by player 1
[13:50:51.486] [SEVERE ] player 1 placing token on slot 0
[13:50:51.493] [SEVERE ] updating countdown to 56591
[13:50:51.504] [SEVERE ] updating countdown to 56580
[13:50:51.515] [SEVERE ] updating countdown to 56569
[13:50:51.526] [SEVERE ] updating countdown to 56558
[13:50:51.537] [SEVERE ] updating countdown to 56547
[13:50:51.547] [SEVERE ] updating countdown to 56537
[13:50:51.558] [SEVERE ] updating countdown to 56526
[13:50:51.569] [SEVERE ] updating countdown to 56515
[13:50:51.579] [SEVERE ] updating countdown to 56505
[13:50:51.590] [SEVERE ] updating countdown to 56494
[13:50:51.601] [SEVERE ] updating countdown to 56483
[13:50:51.612] [SEVERE ] updating countdown to 56472
[13:50:51.622] [SEVERE ] updating countdown to 56462
[13:50:51.633] [SEVERE ] updating countdown to 56451
[13:50:51.644] [SEVERE ] updating countdown to 56440
[13:50:51.654] [SEVERE ] updating countdown to 56430
[13:50:51.665] [SEVERE ] updating countdown to 56419
[13:50:51.676] [SEVERE ] updating countdown to 56408
[13:50:51.686] [SEVERE ] updating countdown to 56398
[13:50:51.697] [SEVERE ] updating countdown to 56387
[13:50:51.708] [SEVERE ] updating countdown to 56376
[13:50:51.718] [SEVERE ] updating countdown to 56366
[13:50:51.729] [SEVERE ] updating countdown to 56355
[13:50:51.740] [SEVERE ] updating countdown to 56344
[13:50:51.751] [SEVERE ] updating countdown to 56333
[13:50:51.756] [SEVERE ] key 65 was pressed by player 1
[13:50:51.757] [SEVERE ] player 1 placing token on slot 4
[13:50:51.762] [SEVERE ] updating countdown to 56322
[13:50:51.773] [SEVERE ] updating countdown to 56311
[13:50:51.784] [SEVERE ] updating countdown to 56300
[13:50:51.795] [SEVERE ] updating countdown to 56289
[13:50:51.806] [SEVERE ] updating countdown to 56278
[13:50:51.817] [SEVERE ] updating countdown to 56267
[13:50:51.827] [SEVERE ] updating countdown to 56257
[13:50:51.838] [SEVERE ] updating countdown to 56246
[13:50:51.849] [SEVERE ] updating countdown to 56235
[13:50:51.860] [SEVERE ] updating countdown to 56224
[13:50:51.871] [SEVERE ] updating countdown to 56213
[13:50:51.884] [SEVERE ] updating countdown to 56200
[13:50:51.896] [SEVERE ] updating countdown to 56188
[13:50:51.907] [SEVERE ] updating countdown to 56177
[13:50:51.918] [SEVERE ] updating countdown to 56166
[13:50:51.930] [SEVERE ] updating countdown to 56154
[13:50:51.942] [SEVERE ] updating countdown to 56142
[13:50:51.953] [SEVERE ] updating countdown to 56131
[13:50:51.966] [SEVERE ] updating countdown to 56118
[13:50:51.978] [SEVERE ] updating countdown to 56106
[13:50:51.990] [SEVERE ] updating countdown to 56094
[13:50:52.003] [SEVERE ] updating countdown to 56081
[13:50:52.015] [SEVERE ] updating countdown to 56069
[13:50:52.026] [SEVERE ] updating countdown to 56058
[13:50:52.038] [SEVERE ] updating countdown to 56046
[13:50:52.049] [SEVERE ] updating countdown to 56035
[13:50:52.062] [SEVERE ] updating countdown to 56022
[13:50:52.073] [SEVERE ] updating countdown to 56011
[13:50:52.085] [SEVERE ] updating countdown to 55999
[13:50:52.097] [SEVERE ] updating countdown to 55987
[13:50:52.107] [SEVERE ] updating countdown to 55977
[13:50:52.119] [SEVERE ] updating countdown to 55965
[13:50:52.130] [SEVERE ] updating countdown to 55954
[13:50:52.142] [SEVERE ] updating countdown to 55942
[13:50:52.153] [SEVERE ] updating countdown to 55931
[13:50:52.165] [SEVERE ] updating countdown to 55919
[13:50:52.175] [SEVERE ] updating countdown to 55909
[13:50:52.186] [SEVERE ] updating countdown to 55898
[13:50:52.198] [SEVERE ] updating countdown to 55886
[13:50:52.209] [SEVERE ] updating countdown to 55875
[13:50:52.220] [SEVERE ] updating countdown to 55864
[13:50:52.232] [SEVERE ] updating countdown to 55852
[13:50:52.243] [SEVERE ] updating countdown to 55841
[13:50:52.255] [SEVERE ] updating countdown to 55829
[13:50:52.267] [SEVERE ] updating countdown to 55817
[13:50:52.278] [SEVERE ] updating countdown to 55806
[13:50:52.289] [SEVERE ] updating countdown to 55795
[13:50:52.300] [SEVERE ] updating countdown to 55784
[13:50:52.311] [SEVERE ] updating countdown to 55773
[13:50:52.322] [SEVERE ] updating countdown to 55762
[13:50:52.333] [SEVERE ] updating countdown to 55751
[13:50:52.344] [SEVERE ] updating countdown to 55740
[13:50:52.354] [SEVERE ] updating countdown to 55730
[13:50:52.365] [SEVERE ] updating countdown to 55719
[13:50:52.377] [SEVERE ] updating countdown to 55707
[13:50:52.388] [SEVERE ] updating countdown to 55696
[13:50:52.399] [SEVERE ] updating countdown to 55685
[13:50:52.409] [SEVERE ] updating countdown to 55675
[13:50:52.420] [SEVERE ] updating countdown to 55664
[13:50:52.432] [SEVERE ] updating countdown to 55652
[13:50:52.443] [SEVERE ] updating countdown to 55641
[13:50:52.455] [SEVERE ] updating countdown to 55629
[13:50:52.466] [SEVERE ] updating countdown to 55618
[13:50:52.478] [SEVERE ] updating countdown to 55606
[13:50:52.490] [SEVERE ] updating countdown to 55594
[13:50:52.501] [SEVERE ] updating countdown to 55583
[13:50:52.512] [SEVERE ] updating countdown to 55572
[13:50:52.524] [SEVERE ] updating countdown to 55560
[13:50:52.535] [SEVERE ] updating countdown to 55549
[13:50:52.546] [SEVERE ] updating countdown to 55538
[13:50:52.557] [SEVERE ] updating countdown to 55527
[13:50:52.568] [SEVERE ] updating countdown to 55516
[13:50:52.579] [SEVERE ] updating countdown to 55505
[13:50:52.590] [SEVERE ] updating countdown to 55494
[13:50:52.602] [SEVERE ] updating countdown to 55482
[13:50:52.613] [SEVERE ] updating countdown to 55471
[13:50:52.623] [SEVERE ] updating countdown to 55461
[13:50:52.634] [SEVERE ] updating countdown to 55450
[13:50:52.646] [SEVERE ] updating countdown to 55438
[13:50:52.657] [SEVERE ] updating countdown to 55427
[13:50:52.667] [SEVERE ] updating countdown to 55417
[13:50:52.678] [SEVERE ] updating countdown to 55406
[13:50:52.689] [SEVERE ] updating countdown to 55395
[13:50:52.699] [SEVERE ] updating countdown to 55385
[13:50:52.711] [SEVERE ] updating countdown to 55373
[13:50:52.722] [SEVERE ] updating countdown to 55362
[13:50:52.732] [SEVERE ] updating countdown to 55352
[13:50:52.743] [SEVERE ] updating countdown to 55341
[13:50:52.754] [SEVERE ] updating countdown to 55330
[13:50:52.764] [SEVERE ] updating countdown to 55320
[13:50:52.775] [SEVERE ] updating countdown to 55309
[13:50:52.786] [SEVERE ] updating countdown to 55298
[13:50:52.797] [SEVERE ] updating countdown to 55287
[13:50:52.808] [SEVERE ] updating countdown to 55276
[13:50:52.819] [SEVERE ] updating countdown to 55265
[13:50:52.829] [SEVERE ] updating countdown to 55255
[13:50:52.841] [SEVERE ] updating countdown to 55243
[13:50:52.852] [SEVERE ] updating countdown to 55232
[13:50:52.864] [SEVERE ] updating countdown to 55220
[13:50:52.876] [SEVERE ] updating countdown to 55208
[13:50:52.887] [SEVERE ] updating countdown to 55197
[13:50:52.898] [SEVERE ] updating countdown to 55186
[13:50:52.910] [SEVERE ] updating countdown to 55174
[13:50:52.921] [SEVERE ] updating countdown to 55163
[13:50:52.933] [SEVERE ] updating countdown to 55151
[13:50:52.944] [SEVERE ] updating countdown to 55140
[13:50:52.957] [SEVERE ] updating countdown to 55127
[13:50:52.968] [SEVERE ] updating countdown to 55116
[13:50:52.979] [SEVERE ] updating countdown to 55105
[13:50:52.991] [SEVERE ] updating countdown to 55093
[13:50:53.002] [SEVERE ] updating countdown to 55082
[13:50:53.013] [SEVERE ] updating countdown to 55071
[13:50:53.025] [SEVERE ] updating countdown to 55059
[13:50:53.036] [SEVERE ] updating countdown to 55048
[13:50:53.047] [SEVERE ] updating countdown to 55037
[13:50:53.059] [SEVERE ] updating countdown to 55025
[13:50:53.070] [SEVERE ] updating countdown to 55014
[13:50:53.081] [SEVERE ] updating countdown to 55003
[13:50:53.093] [SEVERE ] updating countdown to 54991
[13:50:53.104] [SEVERE ] updating countdown to 54980
[13:50:53.115] [SEVERE ] updating countdown to 54969
[13:50:53.126] [SEVERE ] updating countdown to 54958
[13:50:53.138] [SEVERE ] updating countdown to 54946
[13:50:53.149] [SEVERE ] updating countdown to 54935
[13:50:53.160] [SEVERE ] updating countdown to 54924
[13:50:53.172] [SEVERE ] updating countdown to 54912
[13:50:53.173] [SEVERE ] key 83 was pressed by player 1
[13:50:53.174] [SEVERE ] player 1 placing token on slot 5
[13:50:53.183] [SEVERE ] updating countdown to 54901
[13:50:53.191] [SEVERE ] updating countdown to 54893
[13:50:54.983] [SEVERE ] key 83 was pressed by player 1
[13:50:54.984] [SEVERE ] removing player 1 token from slot 5
[13:50:55.691] [SEVERE ] key 83 was pressed by player 1
[13:50:55.692] [SEVERE ] player 1 placing token on slot 5
[13:50:55.694] [SEVERE ] setting player 1 freeze to 3000
[13:50:55.694] [SEVERE ] removing player 1 token from slot 0
[13:50:55.696] [SEVERE ] removing player 1 token from slot 4
[13:50:55.697] [SEVERE ] removing player 1 token from slot 5
[13:50:55.710] [SEVERE ] updating countdown to 52374
[13:50:56.998] [SEVERE ] key 83 was pressed by player 1
[13:50:56.999] [SEVERE ] player 1 placing token on slot 5
[13:50:57.527] [SEVERE ] key 83 was pressed by player 1
[13:50:57.527] [SEVERE ] removing player 1 token from slot 5
[13:50:58.046] [SEVERE ] key 83 was pressed by player 1
[13:50:58.046] [SEVERE ] player 1 placing token on slot 5
[13:50:58.363] [SEVERE ] key 83 was pressed by player 1
[13:50:58.364] [SEVERE ] removing player 1 token from slot 5
[13:50:58.681] [SEVERE ] key 65 was pressed by player 1
[13:50:58.682] [SEVERE ] player 1 placing token on slot 4
[13:50:59.051] [SEVERE ] key 65 was pressed by player 1
[13:50:59.052] [SEVERE ] removing player 1 token from slot 4
[13:50:59.741] [SEVERE ] key 65 was pressed by player 1
[13:50:59.742] [SEVERE ] player 1 placing token on slot 4
[13:51:00.292] [SEVERE ] key 65 was pressed by player 1
[13:51:00.293] [SEVERE ] removing player 1 token from slot 4
[13:51:01.172] [SEVERE ] key 81 was pressed by player 1
[13:51:01.173] [SEVERE ] player 1 placing token on slot 0
[13:51:01.529] [SEVERE ] key 65 was pressed by player 1
[13:51:01.530] [SEVERE ] player 1 placing token on slot 4
[13:51:01.925] [SEVERE ] key 83 was pressed by player 1
[13:51:01.926] [SEVERE ] player 1 placing token on slot 5
[13:51:01.926] [SEVERE ] setting player 1 freeze to 3000
[13:51:01.927] [SEVERE ] removing player 1 token from slot 0
[13:51:01.927] [SEVERE ] removing player 1 token from slot 4
[13:51:01.928] [SEVERE ] removing player 1 token from slot 5
[13:51:01.938] [SEVERE ] updating countdown to 46146
[13:51:03.325] [SEVERE ] key 65 was pressed by player 1
[13:51:03.326] [SEVERE ] player 1 placing token on slot 4
[13:51:03.828] [SEVERE ] key 81 was pressed by player 1
[13:51:03.829] [SEVERE ] player 1 placing token on slot 0
[13:51:04.452] [SEVERE ] key 83 was pressed by player 1
[13:51:04.452] [SEVERE ] player 1 placing token on slot 5
[13:51:04.453] [SEVERE ] setting player 1 freeze to 3000
[13:51:04.454] [SEVERE ] removing player 1 token from slot 0
[13:51:04.456] [SEVERE ] removing player 1 token from slot 4
[13:51:04.456] [SEVERE ] removing player 1 token from slot 5
[13:51:04.467] [SEVERE ] updating countdown to 43617
[13:51:05.821] [SEVERE ] key 81 was pressed by player 1
[13:51:05.822] [SEVERE ] player 1 placing token on slot 0
[13:51:06.140] [SEVERE ] key 65 was pressed by player 1
[13:51:06.140] [SEVERE ] player 1 placing token on slot 4
[13:51:06.428] [SEVERE ] key 83 was pressed by player 1
[13:51:06.428] [SEVERE ] player 1 placing token on slot 5
[13:51:06.430] [SEVERE ] setting player 1 freeze to 3000
[13:51:06.431] [SEVERE ] removing player 1 token from slot 0
[13:51:06.431] [SEVERE ] removing player 1 token from slot 4
[13:51:06.432] [SEVERE ] removing player 1 token from slot 5
[13:51:06.445] [SEVERE ] updating countdown to 41639
[13:51:08.813] [SEVERE ] key 81 was pressed by player 1
[13:51:08.813] [SEVERE ] player 1 placing token on slot 0
[13:51:08.970] [SEVERE ] key 87 was pressed by player 1
[13:51:08.971] [SEVERE ] player 1 placing token on slot 1
[13:51:09.328] [SEVERE ] key 69 was pressed by player 1
[13:51:09.328] [SEVERE ] player 1 placing token on slot 2
[13:51:09.329] [SEVERE ] setting player 1 freeze to 3000
[13:51:09.329] [SEVERE ] removing player 1 token from slot 0
[13:51:09.340] [SEVERE ] updating countdown to 38744
[13:51:10.341] [SEVERE ] setting player 1 freeze to 1000
[13:51:10.341] [SEVERE ] setting player 1 score to 1
[13:51:10.443] [SEVERE ] removing card from slot 0
[13:51:10.544] [SEVERE ] removing card from slot 1
[13:51:10.545] [SEVERE ] removing player 1 token from slot 1
[13:51:10.646] [SEVERE ] removing card from slot 2
[13:51:10.649] [SEVERE ] removing player 1 token from slot 2
[13:51:10.751] [SEVERE ] placing card 12 in slot 0
[13:51:10.852] [SEVERE ] placing card 13 in slot 1
[13:51:10.953] [SEVERE ] placing card 14 in slot 2
[13:51:10.965] [SEVERE ] updating countdown to 37119
[13:51:10.976] [SEVERE ] updating countdown to 37108
[13:51:10.987] [SEVERE ] updating countdown to 37097
[13:51:10.998] [SEVERE ] updating countdown to 37086
[13:51:11.009] [SEVERE ] updating countdown to 37075
[13:51:11.019] [SEVERE ] updating countdown to 37065
[13:51:11.030] [SEVERE ] updating countdown to 37054
[13:51:11.040] [SEVERE ] updating countdown to 37044
[13:51:11.051] [SEVERE ] updating countdown to 37033
[13:51:11.062] [SEVERE ] updating countdown to 37022
[13:51:11.074] [SEVERE ] updating countdown to 37010
[13:51:11.085] [SEVERE ] updating countdown to 36999
[13:51:11.096] [SEVERE ] updating countdown to 36988
[13:51:11.107] [SEVERE ] updating countdown to 36977
[13:51:11.118] [SEVERE ] updating countdown to 36966
[13:51:11.130] [SEVERE ] updating countdown to 36954
[13:51:11.141] [SEVERE ] updating countdown to 36943
[13:51:11.152] [SEVERE ] updating countdown to 36932
[13:51:11.164] [SEVERE ] updating countdown to 36920
[13:51:11.175] [SEVERE ] updating countdown to 36909
[13:51:11.186] [SEVERE ] updating countdown to 36898
[13:51:11.197] [SEVERE ] updating countdown to 36887
[13:51:11.209] [SEVERE ] updating countdown to 36875
[13:51:11.220] [SEVERE ] updating countdown to 36864
[13:51:11.231] [SEVERE ] updating countdown to 36853
[13:51:11.243] [SEVERE ] updating countdown to 36841
[13:51:11.254] [SEVERE ] updating countdown to 36830
[13:51:11.265] [SEVERE ] updating countdown to 36819
[13:51:11.276] [SEVERE ] updating countdown to 36808
[13:51:11.287] [SEVERE ] updating countdown to 36797
[13:51:11.298] [SEVERE ] updating countdown to 36786
[13:51:11.310] [SEVERE ] updating countdown to 36774
[13:51:11.321] [SEVERE ] updating countdown to 36763
[13:51:11.332] [SEVERE ] updating countdown to 36752
[13:51:11.344] [SEVERE ] updating countdown to 36740
[13:51:11.355] [SEVERE ] updating countdown to 36729
[13:51:11.366] [SEVERE ] updating countdown to 36718
[13:51:11.377] [SEVERE ] updating countdown to 36707
[13:51:11.388] [SEVERE ] updating countdown to 36696
[13:51:11.399] [SEVERE ] updating countdown to 36685
[13:51:11.410] [SEVERE ] updating countdown to 36674
[13:51:11.421] [SEVERE ] updating countdown to 36663
[13:51:11.432] [SEVERE ] updating countdown to 36652
[13:51:11.443] [SEVERE ] updating countdown to 36641
[13:51:11.454] [SEVERE ] updating countdown to 36630
[13:51:11.465] [SEVERE ] updating countdown to 36619
[13:51:11.475] [SEVERE ] updating countdown to 36609
[13:51:11.486] [SEVERE ] updating countdown to 36598
[13:51:11.496] [SEVERE ] updating countdown to 36588
[13:51:11.507] [SEVERE ] updating countdown to 36577
[13:51:11.518] [SEVERE ] updating countdown to 36566
[13:51:11.529] [SEVERE ] updating countdown to 36555
[13:51:11.540] [SEVERE ] updating countdown to 36544
[13:51:11.551] [SEVERE ] updating countdown to 36533
[13:51:11.561] [SEVERE ] updating countdown to 36523
[13:51:11.572] [SEVERE ] updating countdown to 36512
[13:51:11.582] [SEVERE ] updating countdown to 36502
[13:51:11.593] [SEVERE ] updating countdown to 36491
[13:51:11.604] [SEVERE ] updating countdown to 36480
[13:51:11.615] [SEVERE ] updating countdown to 36469
[13:51:11.626] [SEVERE ] updating countdown to 36458
